<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
    0       6    1.120512e+00    0.000e+00    6.364e+01
    1      21    8.550394e-01    0.000e+00    6.543e+01    1.398e-02
    2      28    7.749384e-01    0.000e+00    5.636e+01    1.810e-02
    3      36    1.014800e-01    0.000e+00    5.678e+01    5.780e-02
    4      45    5.831844e-02    0.000e+00    7.111e+01    1.968e-02
    5      56    4.489382e-02    0.000e+00    2.546e+01    7.470e-03
    6      67    4.396106e-03    0.000e+00    4.934e+00    6.186e-03
    7      84    3.686601e-03    0.000e+00    1.841e-01    2.137e-04
    8      99    2.662302e-03    0.000e+00    5.087e+00    3.011e-03
    9     106    2.012836e-03    0.000e+00    5.561e+00    1.153e-02
   10     117    1.709678e-03    0.000e+00    2.498e+00    1.138e-02
   11     130    1.600589e-03    0.000e+00    2.819e+00    4.974e-04
   12     142    1.508890e-03    0.000e+00    4.609e+00    2.851e-04
   13     149    1.470677e-03    0.000e+00    1.092e+01    6.523e-04
   14     175    1.470646e-03    0.000e+00    5.284e+00    1.292e-08
   15     182    1.470639e-03    0.000e+00    5.284e+00    1.611e-07
   16     192    1.470611e-03    0.000e+00    9.118e-01    2.860e-07
   17     199    1.470612e-03    0.000e+00    8.789e-01    3.222e-07
   18     209    1.470442e-03    0.000e+00    6.998e-01    5.725e-07
   19     216    1.470444e-03    0.000e+00    6.998e-01    6.441e-07
   20     226    1.470150e-03    0.000e+00    1.720e+00    6.497e-07
   21     233    1.469989e-03    0.000e+00    8.711e-01    8.291e-06
   22     243    1.469105e-03    0.000e+00    6.929e-01    7.040e-06
   23     250    1.468906e-03    0.000e+00    9.680e+00    1.723e-05
   24     256    1.548278e-03    0.000e+00    1.450e+01    3.221e-03
   25     264    1.577690e-03    0.000e+00    3.501e+00    2.150e-03
   26     270    1.519910e-03    0.000e+00    2.918e+00    1.844e-03
   27     287    1.519898e-03    0.000e+00    2.486e+00    1.319e-08
   28     294    1.519913e-03    0.000e+00    2.486e+00    6.970e-07
   29     309    1.519897e-03    0.000e+00    5.251e+00    3.757e-08
   30     316    1.519903e-03    0.000e+00    5.251e+00    3.046e-07

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   31     328    1.519887e-03    0.000e+00    1.353e+00    1.315e-07
   32     343    1.519879e-03    0.000e+00    1.353e+00    4.109e-09
   33     356    1.519879e-03    0.000e+00    1.353e+00    3.686e-09
   34     367    1.519879e-03    0.000e+00    1.353e+00    1.843e-09
   35     378    1.519879e-03    0.000e+00    1.353e+00    9.192e-10
   36     384    1.582198e-03    0.000e+00    1.067e+00    2.584e-03
   37     390    1.619137e-03    0.000e+00    1.070e+01    1.303e-03
   38     396    1.550147e-03    0.000e+00    9.877e+00    1.935e-03
   39     402    1.502857e-03    0.000e+00    5.638e+00    9.925e-04
   40     408    1.457910e-03    0.000e+00    5.074e+00    8.421e-04
   41     414    1.315571e-03    0.000e+00    4.198e+00    2.268e-03
   42     420    1.177352e-03    0.000e+00    8.060e+00    2.343e-03
   43     433    1.180287e-03    0.000e+00    3.215e+00    6.070e-05
   44     439    1.195661e-03    0.000e+00    1.887e+00    3.444e-03
