<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
    0       7    3.057299e+00    0.000e+00    3.748e+02
    1      27    2.275150e+00    0.000e+00    5.468e+01    4.707e-03
    2      36    2.268773e+00    0.000e+00    8.256e+01    4.737e-03
    3      47    1.971812e+00    0.000e+00    6.111e+01    5.832e-03
    4      55    1.519823e+00    0.000e+00    2.607e+01    6.064e-03
    5      66    9.681265e-01    0.000e+00    3.628e+01    1.379e-02
    6      74    6.735733e-01    0.000e+00    8.199e+01    4.334e-02
    7      87    6.182767e-01    0.000e+00    9.406e+01    4.421e-02
    8      95    5.162685e-01    0.000e+00    8.990e+01    4.366e-02
    9     103    1.143129e-01    0.000e+00    1.252e+01    2.121e-01
   10     118    1.110973e-01    0.000e+00    1.440e+01    1.195e-02
   11     126    9.169473e-02    0.000e+00    1.459e+01    1.569e-02
   12     133    5.120998e-02    0.000e+00    9.005e+00    5.265e-02
   13     140    4.112915e-02    0.000e+00    3.350e+00    5.192e-03
   14     147    4.787610e-02    0.000e+00    1.199e+00    1.259e-02
   15     154    4.378923e-02    0.000e+00    1.687e+00    6.715e-03
   16     161    4.238620e-02    0.000e+00    5.256e-01    1.778e-03
   17     168    4.079404e-02    0.000e+00    1.272e+01    8.246e-03
   18     178    4.089088e-02    0.000e+00    1.717e+01    5.116e-03
   19     185    3.910537e-02    0.000e+00    1.604e+01    1.755e-03
   20     193    3.421166e-02    0.000e+00    6.833e+00    1.954e-02
   21     200    3.483021e-02    0.000e+00    5.164e+00    7.758e-03
   22     208    3.490176e-02    0.000e+00    3.756e+00    2.627e-03
   23     215    3.351257e-02    0.000e+00    3.453e+00    1.971e-03
   24     223    3.148693e-02    0.000e+00    7.252e+00    1.559e-02
   25     230    2.924135e-02    0.000e+00    2.145e+00    1.684e-03
   26     237    2.923943e-02    0.000e+00    6.325e+00    8.002e-03
   27     245    2.887725e-02    0.000e+00    2.350e+00    2.039e-03
   28     252    2.817281e-02    0.000e+00    1.251e+00    1.320e-03
   29     259    2.770700e-02    0.000e+00    3.765e-01    7.896e-04
   30     266    2.734498e-02    0.000e+00    9.759e-01    1.117e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   31     273    2.733936e-02    0.000e+00    6.854e+00    1.438e-02
   32     280    2.502124e-02    0.000e+00    4.881e+00    3.023e-03
   33     287    2.411687e-02    0.000e+00    4.112e+00    4.467e-03
   34     295    2.260437e-02    0.000e+00    8.445e+00    2.380e-02
   35     302    2.172403e-02    0.000e+00    8.063e+00    2.352e-03
   36     310    2.142622e-02    0.000e+00    3.185e+00    2.735e-03
