<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
    0       7    1.609168e+00    0.000e+00    7.735e+01
    1      27    1.555241e+00    0.000e+00    1.143e+02    4.198e-03
    2      37    1.524084e+00    0.000e+00    7.378e+01    1.187e-03
    3      48    1.384569e+00    0.000e+00    3.712e+01    1.467e-03
    4      61    1.305704e+00    0.000e+00    4.307e+01    3.248e-03
    5      69    1.234226e+00    0.000e+00    1.142e+02    2.296e-03
    6      80    1.004661e+00    0.000e+00    1.527e+02    6.578e-03
    7      88    8.346412e-01    0.000e+00    1.053e+02    8.306e-03
    8      99    4.893238e-01    0.000e+00    3.030e+01    1.333e-02
    9     107    4.601868e-01    0.000e+00    1.542e+02    1.967e-02
   10     115    9.792622e-02    0.000e+00    8.052e+01    2.416e-01
   11     123    5.520887e-02    0.000e+00    5.873e+01    4.289e-02
   12     130    1.941405e-02    0.000e+00    9.433e+00    1.566e-02
   13     137    2.224599e-02    0.000e+00    9.788e+00    1.111e-02
   14     144    2.000150e-02    0.000e+00    5.164e+00    4.681e-03
   15     151    1.935959e-02    0.000e+00    9.904e-01    1.032e-03
   16     158    1.949304e-02    0.000e+00    6.007e-01    1.016e-03
   17     165    2.007355e-02    0.000e+00    6.010e+00    5.223e-03
   18     172    2.084279e-02    0.000e+00    1.009e+01    1.111e-02
   19     179    1.933067e-02    0.000e+00    6.493e+00    5.587e-03
   20     186    1.894484e-02    0.000e+00    4.332e+00    2.920e-03
   21     193    1.662208e-02    0.000e+00    3.064e+00    1.632e-02
   22     200    1.355684e-02    0.000e+00    1.150e+01    4.798e-02
   23     207    1.044090e-02    0.000e+00    1.339e+01    2.765e-02
   24     214    2.370042e-03    0.000e+00    4.496e+00    6.114e-02
   25     221    3.583991e-03    0.000e+00    7.083e-01    2.708e-02
   26     228    5.441935e-03    0.000e+00    3.165e-01    1.012e-02
   27     235    5.627449e-03    0.000e+00    1.066e+00    1.098e-02
   28     242    4.183851e-03    0.000e+00    3.847e-01    8.061e-03
   29     249    4.495912e-03    0.000e+00    3.101e-01    3.009e-03
   30     256    4.524495e-03    0.000e+00    1.854e-01    1.566e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   31     276    4.524475e-03    0.000e+00    2.808e-01    1.020e-05
   32     286    4.524398e-03    0.000e+00    3.782e-01    6.899e-07
   33     297    4.524176e-03    0.000e+00    1.106e-01    4.423e-06
   34     310    4.524060e-03    0.000e+00    1.113e-01    8.720e-07
   35     324    4.524053e-03    0.000e+00    1.111e-01    2.743e-07
   36     335    4.524035e-03    0.000e+00    1.066e-01    4.059e-07
   37     349    2.434402e-03    0.000e+00    2.945e+00    1.302e-02
   38     368    2.389637e-03    0.000e+00    3.036e+00    3.612e-04
   39     376    2.347236e-03    0.000e+00    2.843e+00    3.430e-04
   40     386    1.473215e-03    0.000e+00    1.368e+01    1.616e-02
   41     393    3.125812e-04    0.000e+00    4.778e-01    5.439e-03
   42     400    3.048721e-04    0.000e+00    4.834e-01    1.241e-04
   43     407    2.972511e-04    0.000e+00    4.621e-01    1.404e-04
   44     414    2.846856e-04    0.000e+00    2.611e-01    2.287e-04
   45     421    2.875047e-04    0.000e+00    1.520e-01    6.304e-05
   46     429    2.900112e-04    0.000e+00    1.337e-01    5.034e-05
   47     439    2.899192e-04    0.000e+00    2.080e-01    3.222e-06
   48     446    2.865722e-04    0.000e+00    1.266e-01    5.992e-05
   49     453    2.871307e-04    0.000e+00    9.527e-02    3.821e-05
   50     464    2.834588e-04    0.000e+00    2.923e-01    8.620e-05
   51     472    2.849324e-04    0.000e+00    4.305e-01    7.757e-05
   52     479    2.875945e-04    0.000e+00    1.551e-01    8.456e-05
   53     486    2.868387e-04    0.000e+00    8.912e-02    5.077e-05
   54     493    2.883269e-04    0.000e+00    7.399e-02    4.456e-05
   55     500    2.966991e-04    0.000e+00    1.343e-01    3.501e-04
   56     507    3.011771e-04    0.000e+00    2.003e-01    5.302e-04
   57     514    2.922306e-04    0.000e+00    1.377e-01    2.413e-04
   58     521    2.836860e-04    0.000e+00    7.294e-02    1.723e-04
   59     528    2.803819e-04    0.000e+00    2.224e-01    7.950e-05
   60     535    2.823965e-04    0.000e+00    2.225e-01    7.524e-05

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   61     545    2.965178e-04    0.000e+00    4.431e-01    5.897e-04
   62     552    2.913495e-04    0.000e+00    3.558e-01    1.141e-04
   63     559    2.855999e-04    0.000e+00    3.196e-01    9.844e-05
   64     566    2.831060e-04    0.000e+00    3.373e-01    6.012e-05
   65     576    2.818030e-04    0.000e+00    2.819e-01    4.549e-05
   66     583    2.829473e-04    0.000e+00    2.347e-01    2.284e-05
   67     591    2.871819e-04    0.000e+00    2.877e-01    1.092e-04
   68     598    2.862870e-04    0.000e+00    2.867e-01    1.438e-05
   69     606    2.835245e-04    0.000e+00    3.617e-01    6.074e-05
   70     616    2.830685e-04    0.000e+00    4.084e-01    1.632e-05
   71     623    2.831397e-04    0.000e+00    3.676e-01    9.441e-06
   72     630    2.839868e-04    0.000e+00    2.560e-01    9.291e-05
   73     637    2.865614e-04    0.000e+00    2.655e-01    1.608e-04
   74     648    2.864591e-04    0.000e+00    3.051e-01    1.452e-06
   75     659    2.864060e-04    0.000e+00    3.209e-01    3.292e-07
   76     670    2.861224e-04    0.000e+00    3.495e-01    1.360e-06
   77     678    2.877777e-04    0.000e+00    7.304e-01    3.252e-04
   78     685    2.867886e-04    0.000e+00    4.433e-01    1.800e-04
   79     692    2.854658e-04    0.000e+00    2.183e-01    1.680e-04
   80     699    2.838927e-04    0.000e+00    4.304e-01    2.615e-04
   81     706    2.834893e-04    0.000e+00    2.477e-01    3.758e-05
   82     716    2.840176e-04    0.000e+00    1.656e-01    4.335e-05
   83     723    2.824317e-04    0.000e+00    1.147e-01    1.903e-05
   84     730    2.797889e-04    0.000e+00    2.281e-01    5.539e-05
   85     737    2.807849e-04    0.000e+00    1.288e-01    2.480e-05
   86     744    2.810883e-04    0.000e+00    1.423e-01    3.472e-05
   87     751    2.815559e-04    0.000e+00    2.096e-01    1.312e-04
   88     758    2.842207e-04    0.000e+00    1.948e-01    6.735e-04
   89     765    2.843096e-04    0.000e+00    1.680e-01    3.033e-04
   90     772    2.839562e-04    0.000e+00    2.000e-01    3.278e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   91     779    2.820359e-04    0.000e+00    2.000e-02    2.309e-04
   92     786    5.065494e-05    0.000e+00    1.587e-01    7.384e-03
   93     793    1.661477e-05    0.000e+00    2.060e-01    2.237e-03
   94     800    1.237458e-05    0.000e+00    8.111e-02    5.668e-04
   95     808    1.196638e-05    0.000e+00    5.759e-02    4.436e-04
   96     815    1.291937e-05    0.000e+00    3.383e-02    1.369e-04
   97     822    1.277655e-05    0.000e+00    3.433e-02    1.228e-05
   98     829    1.270867e-05    0.000e+00    4.114e-02    2.379e-05
   99     840    1.237099e-05    0.000e+00    4.324e-02    4.905e-05
  100     847    1.307812e-05    0.000e+00    4.683e-02    7.220e-05
  101     854    1.290669e-05    0.000e+00    6.114e-02    1.821e-05
  102     862    1.266115e-05    0.000e+00    8.816e-02    3.981e-05
  103     869    1.261985e-05    0.000e+00    7.292e-02    2.061e-05
  104     877    1.263746e-05    0.000e+00    4.701e-02    6.435e-06
  105     886    1.267018e-05    0.000e+00    3.724e-02    4.951e-06
  106     896    1.268812e-05    0.000e+00    2.497e-02    1.978e-06
  107     903    1.285176e-05    0.000e+00    1.984e-02    3.276e-05
  108     910    1.328241e-05    0.000e+00    1.084e-01    9.993e-05
  109     919    1.360067e-05    0.000e+00    1.799e-01    8.122e-05
  110     929    1.373055e-05    0.000e+00    1.764e-01    3.724e-05
  111     940    1.365926e-05    0.000e+00    1.560e-01    4.588e-07
  112     949    1.344901e-05    0.000e+00    5.537e-02    3.742e-05
  113     956    1.300815e-05    0.000e+00    1.081e-02    3.847e-05
  114     963    1.259789e-05    0.000e+00    2.702e-02    3.571e-05
  115     976    1.251346e-05    0.000e+00    6.277e-02    1.353e-05
  116     983    1.301168e-05    0.000e+00    3.125e-02    5.297e-05
  117     990    1.244430e-05    0.000e+00    1.726e-02    4.561e-05
  118     997    1.233158e-05    0.000e+00    2.232e-02    1.712e-05
  119    1004    1.204304e-05    0.000e+00    8.664e-02    2.399e-04
  120    1011    1.227157e-05    0.000e+00    7.885e-02    3.816e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  121    1018    1.383145e-05    0.000e+00    1.896e-01    2.142e-03
  122    1025    1.306299e-05    0.000e+00    9.693e-02    4.102e-04
  123    1032    1.519714e-05    0.000e+00    2.578e-01    1.132e-03
  124    1039    1.348937e-05    0.000e+00    1.357e-01    4.502e-04
  125    1046    1.150490e-05    0.000e+00    6.564e-02    1.791e-03
  126    1053    1.110205e-05    0.000e+00    1.042e-01    1.697e-03
  127    1061    8.727673e-06    0.000e+00    7.040e-01    1.749e-02
  128    1068    9.418923e-06    0.000e+00    1.883e-01    7.100e-03
  129    1079    9.245466e-06    0.000e+00    6.853e-02    3.288e-06
