<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
    0       6    3.953248e+00    0.000e+00    2.907e+02
    1      21    3.745194e+00    0.000e+00    2.492e+02    1.760e-02
    2      28    3.652135e+00    0.000e+00    7.789e+02    5.307e-03
    3      37    1.511215e+00    0.000e+00    3.537e+02    1.260e-01
    4      46    4.150129e-01    0.000e+00    3.291e+02    6.042e-02
    5      58    2.897877e-01    0.000e+00    8.078e+01    1.399e-02
    6      66    2.409258e-01    0.000e+00    2.722e+01    4.437e-02
    7      74    1.679355e-01    0.000e+00    5.100e+01    1.559e-01
    8      80    1.209380e-01    0.000e+00    3.758e+01    3.367e-02
    9      89    1.214897e-01    0.000e+00    3.497e+01    5.197e-02
   10      95    9.773528e-02    0.000e+00    2.795e+01    9.461e-02
   11     101    3.514374e-02    0.000e+00    5.570e+01    5.240e-02
   12     108    1.529885e-02    0.000e+00    2.452e+01    4.546e-02
   13     114    7.648050e-03    0.000e+00    9.614e+00    6.289e-04
   14     120    6.705386e-03    0.000e+00    1.677e+01    8.011e-03
   15     126    2.914650e-03    0.000e+00    3.548e+00    1.760e-03
   16     132    2.421577e-03    0.000e+00    2.402e+00    6.166e-04
   17     138    2.078890e-03    0.000e+00    1.335e+00    2.396e-04
   18     144    1.922111e-03    0.000e+00    5.918e-01    1.649e-04
   19     150    1.879685e-03    0.000e+00    7.561e-01    1.014e-04
   20     156    1.890445e-03    0.000e+00    3.567e-01    2.433e-04
   21     162    3.703607e-04    0.000e+00    1.579e+00    1.787e-02
   22     168    9.105731e-05    0.000e+00    8.542e-01    5.208e-03
   23     174    7.835425e-05    0.000e+00    2.845e-01    1.424e-03
   24     180    8.648322e-05    0.000e+00    1.012e-01    1.183e-03
   25     186    8.451103e-05    0.000e+00    6.713e-02    1.705e-05
   26     206    8.450971e-05    0.000e+00    1.474e-01    1.464e-08
   27     212    8.410944e-05    0.000e+00    5.298e-02    6.138e-05
   28     218    8.375159e-05    0.000e+00    1.143e-01    6.453e-05
   29     231    8.363223e-05    0.000e+00    1.105e-01    6.650e-07
   30     239    8.364688e-05    0.000e+00    1.218e-01    2.613e-06

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   31     245    8.568334e-05    0.000e+00    1.636e-01    8.598e-05
   32     251    8.524871e-05    0.000e+00    1.252e-01    1.702e-05
   33     257    8.491018e-05    0.000e+00    3.423e-02    1.126e-05
   34     263    8.478267e-05    0.000e+00    2.240e-01    2.815e-06
   35     278    8.477383e-05    0.000e+00    1.918e-02    7.831e-08
   36     284    2.052979e-05    0.000e+00    2.379e+00    5.630e-03
   37     290    1.605883e-05    0.000e+00    5.485e-01    7.122e-04
   38     296    1.664972e-05    0.000e+00    6.561e-01    3.471e-04
   39     302    1.603863e-05    0.000e+00    7.868e-01    5.354e-06
   40     312    1.523882e-05    0.000e+00    2.668e-01    5.062e-06
   41     318    1.415778e-05    0.000e+00    4.121e-01    1.166e-05
   42     324    1.319042e-05    0.000e+00    2.639e-01    1.043e-05
   43     332    1.184946e-05    0.000e+00    3.142e-01    2.532e-05
   44     338    8.834279e-06    0.000e+00    2.489e-01    5.731e-05
   45     345    8.049391e-06    0.000e+00    2.384e-01    7.721e-06
   46     355    8.002701e-06    0.000e+00    3.260e-01    1.299e-06
