<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
    0       7    1.272964e+01    0.000e+00    8.720e+01
    1      16    8.122015e+00    0.000e+00    8.512e+02    1.840e-01
    2      30    6.122985e+00    0.000e+00    3.329e+02    3.859e-02
    3      38    5.965266e+00    0.000e+00    9.143e+01    4.459e-02
    4      48    5.710471e+00    0.000e+00    2.215e+02    8.702e-02
    5      56    3.265532e+00    0.000e+00    5.241e+02    2.423e-01
    6      66    3.018539e+00    0.000e+00    3.277e+02    2.764e-02
    7      82    2.996424e+00    0.000e+00    1.528e+02    1.856e-03
    8      90    2.946982e+00    0.000e+00    8.469e+01    3.330e-03
    9     101    2.670668e+00    0.000e+00    2.586e+01    7.003e-03
   10     110    2.614432e+00    0.000e+00    2.232e+02    2.242e-02
   11     126    2.597818e+00    0.000e+00    1.762e+01    1.034e-03
   12     133    2.300253e+00    0.000e+00    1.161e+02    4.882e-01
   13     141    2.036550e+00    0.000e+00    1.784e+02    1.894e-01
   14     148    1.304825e+00    0.000e+00    2.470e+01    1.648e-01
   15     156    1.318969e+00    0.000e+00    1.314e+02    6.178e-01
   16     163    1.354718e+00    0.000e+00    1.969e+02    2.666e-01
   17     173    1.357821e+00    0.000e+00    1.157e+02    1.344e-02
   18     181    1.101219e+00    0.000e+00    2.361e+02    1.073e-01
   19     190    6.290629e-01    0.000e+00    1.512e+02    2.371e-02
   20     197    4.276035e-01    0.000e+00    7.730e+01    1.703e-01
   21     204    3.349831e-01    0.000e+00    5.783e+01    9.503e-02
   22     211    2.670463e-01    0.000e+00    7.342e+01    9.578e-02
   23     218    2.195183e-01    0.000e+00    5.094e+01    8.688e-02
   24     229    2.184271e-01    0.000e+00    2.128e+01    3.947e-03
   25     236    2.052953e-01    0.000e+00    2.701e+01    1.991e-02
   26     244    1.236423e-01    0.000e+00    1.753e+01    1.365e-01
   27     251    9.151856e-02    0.000e+00    2.973e+01    4.949e-02
   28     261    9.146046e-02    0.000e+00    5.142e+01    7.256e-04
   29     273    9.120062e-02    0.000e+00    1.721e+01    5.390e-04
   30     284    9.017576e-02    0.000e+00    2.400e+01    5.481e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   31     292    8.976868e-02    0.000e+00    2.238e+01    1.530e-03
   32     303    8.408668e-02    0.000e+00    1.520e+01    2.207e-03
   33     311    8.178621e-02    0.000e+00    4.164e+01    6.101e-03
   34     322    4.900014e-02    0.000e+00    2.237e+01    8.794e-03
   35     330    4.578687e-02    0.000e+00    5.692e+00    2.468e-02
   36     340    4.501010e-02    0.000e+00    4.097e+01    4.594e-02
   37     354    4.367707e-02    0.000e+00    1.673e+01    8.097e-03
   38     362    4.058858e-02    0.000e+00    2.197e+01    1.197e-02
   39     387    4.058009e-02    0.000e+00    5.722e+00    5.331e-07
   40     395    4.057842e-02    0.000e+00    2.146e+01    1.003e-05
   41     406    4.035324e-02    0.000e+00    6.035e+00    7.890e-06
   42     414    4.033795e-02    0.000e+00    5.800e+01    4.027e-05
   43     424    3.371736e-02    0.000e+00    2.445e+01    6.009e-02
   44     433    3.075130e-02    0.000e+00    2.265e+01    1.715e-02
   45     442    3.117982e-02    0.000e+00    2.179e+01    2.516e-02
   46     455    3.115287e-02    0.000e+00    3.932e+01    1.793e-04
   47     462    3.259497e-02    0.000e+00    1.177e+01    2.353e-02
   48     469    3.044390e-02    0.000e+00    2.921e+01    1.339e-02
   49     476    2.933949e-02    0.000e+00    5.096e+01    3.226e-03
   50     483    2.508375e-02    0.000e+00    2.001e+01    1.702e-02
   51     490    2.360553e-02    0.000e+00    4.968e+01    1.017e-02
   52     497    2.138837e-02    0.000e+00    4.662e+01    2.583e-03
   53     504    1.983230e-02    0.000e+00    1.377e+01    5.479e-03
   54     511    1.931982e-02    0.000e+00    1.552e+01    1.555e-03
   55     518    1.599018e-02    0.000e+00    3.694e+01    7.663e-03
   56     526    1.396398e-02    0.000e+00    2.790e+01    2.478e-02
   57     533    1.366544e-02    0.000e+00    2.852e+01    2.015e-02
   58     540    1.309842e-02    0.000e+00    2.481e+01    1.798e-03
   59     547    1.270150e-02    0.000e+00    2.565e+00    3.874e-04
   60     554    1.276991e-02    0.000e+00    1.151e+01    2.470e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   61     562    1.285860e-02    0.000e+00    9.564e+00    5.668e-03
   62     574    1.261774e-02    0.000e+00    9.754e+00    3.018e-03
   63     582    1.232738e-02    0.000e+00    1.345e+01    3.014e-03
   64     589    1.078681e-02    0.000e+00    3.048e+01    1.362e-02
   65     596    1.081381e-02    0.000e+00    1.150e+01    6.874e-03
   66     603    1.123656e-02    0.000e+00    1.002e+01    6.979e-03
   67     610    1.119606e-02    0.000e+00    1.044e+01    7.410e-03
   68     617    1.019492e-02    0.000e+00    1.013e+01    3.194e-03
   69     624    8.660245e-03    0.000e+00    9.467e+00    7.799e-03
   70     637    8.358232e-03    0.000e+00    4.298e+00    4.325e-04
   71     644    8.240672e-03    0.000e+00    3.269e+00    3.642e-03
   72     653    8.300572e-03    0.000e+00    4.026e+00    1.803e-03
   73     660    8.272618e-03    0.000e+00    3.858e+01    5.130e-04
   74     671    8.426279e-03    0.000e+00    1.587e+00    3.679e-04
   75     678    6.049457e-03    0.000e+00    4.926e+00    1.452e-02
   76     687    6.173897e-03    0.000e+00    5.988e+00    2.514e-03
   77     705    6.168239e-03    0.000e+00    5.816e+00    3.187e-05
