<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
    0       6    5.826441e+00    0.000e+00    7.432e+02
    1      24    2.140927e+00    0.000e+00    9.884e+01    8.648e-03
    2      33    2.104021e+00    0.000e+00    1.012e+02    3.874e-03
    3      59    2.104017e+00    0.000e+00    1.006e+02    1.307e-07
    4      66    2.104007e+00    0.000e+00    1.006e+02    2.653e-07
    5      76    2.104000e+00    0.000e+00    1.007e+02    4.220e-07
    6      83    2.103977e+00    0.000e+00    1.007e+02    2.851e-07
    7      93    2.103905e+00    0.000e+00    1.007e+02    2.035e-06
    8     100    2.103752e+00    0.000e+00    1.007e+02    2.047e-06
    9     110    2.103373e+00    0.000e+00    1.007e+02    4.917e-06
   10     117    2.101396e+00    0.000e+00    1.006e+02    3.375e-05
   11     126    1.762729e+00    0.000e+00    3.470e+02    2.206e-02
   12     132    1.300089e+00    0.000e+00    1.378e+02    1.218e-02
   13     138    1.297565e+00    0.000e+00    1.544e+02    1.162e-02
   14     144    1.296577e+00    0.000e+00    1.637e+02    1.961e-02
   15     150    1.292636e+00    0.000e+00    1.882e+02    1.046e-02
   16     156    1.265587e+00    0.000e+00    1.910e+02    2.755e-02
   17     162    1.124746e+00    0.000e+00    1.911e+02    4.940e-02
   18     168    8.647671e-01    0.000e+00    2.097e+02    4.603e-03
   19     174    1.007026e-01    0.000e+00    6.978e+01    5.144e-02
   20     180    4.218624e-02    0.000e+00    5.146e+01    9.632e-02
   21     186    3.089778e-02    0.000e+00    3.270e+01    3.109e-02
   22     192    2.515378e-02    0.000e+00    3.090e+01    1.674e-02
   23     198    2.486231e-02    0.000e+00    3.174e+01    8.665e-03
   24     209    2.486179e-02    0.000e+00    2.975e+01    6.430e-06
   25     217    2.486174e-02    0.000e+00    2.975e+01    1.071e-06
   26     227    2.486155e-02    0.000e+00    3.001e+01    9.200e-09
   27     234    2.486143e-02    0.000e+00    3.292e+01    2.141e-06
   28     244    2.485625e-02    0.000e+00    3.070e+01    5.384e-06
   29     251    2.485460e-02    0.000e+00    2.805e+01    2.996e-05
   30     261    2.484332e-02    0.000e+00    3.139e+01    6.271e-05

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   31     267    2.484316e-02    0.000e+00    3.034e+01    8.756e-04
   32     274    2.474946e-02    0.000e+00    3.147e+01    2.858e-03
   33     283    2.474335e-02    0.000e+00    3.483e+01    3.935e-03
   34     289    2.469084e-02    0.000e+00    3.289e+01    2.649e-03
   35     295    2.468590e-02    0.000e+00    3.585e+01    5.156e-04
   36     305    2.467522e-02    0.000e+00    3.159e+01    3.642e-06
   37     312    2.468273e-02    0.000e+00    3.610e+01    1.029e-03
   38     318    2.457523e-02    0.000e+00    3.273e+01    6.665e-03
   39     324    2.410710e-02    0.000e+00    2.798e+01    8.481e-04
   40     330    2.387676e-02    0.000e+00    3.072e+01    2.240e-03
   41     336    2.263584e-02    0.000e+00    2.934e+01    9.569e-03
   42     342    2.221975e-02    0.000e+00    2.573e+01    2.937e-04
   43     348    2.142665e-02    0.000e+00    2.225e+01    3.999e-03
   44     358    2.138888e-02    0.000e+00    2.851e+01    5.246e-06
   45     375    2.136486e-02    0.000e+00    3.006e+01    1.408e-04
   46     381    2.016141e-02    0.000e+00    2.570e+01    6.251e-03
   47     387    1.952864e-02    0.000e+00    1.529e+01    3.398e-03
   48     393    1.907242e-02    0.000e+00    2.116e+01    2.926e-03
   49     402    1.873875e-02    0.000e+00    2.108e+01    3.002e-03
   50     409    1.874013e-02    0.000e+00    2.302e+01    1.004e-03
   51     415    1.870120e-02    0.000e+00    1.444e+01    1.014e-03
   52     421    1.870346e-02    0.000e+00    2.105e+01    1.663e-03
   53     427    1.869475e-02    0.000e+00    1.660e+01    2.392e-04
   54     433    1.868336e-02    0.000e+00    2.046e+01    5.293e-04
   55     439    1.867204e-02    0.000e+00    1.396e+01    6.776e-05
   56     445    1.866765e-02    0.000e+00    2.046e+01    1.560e-04
   57     451    1.864723e-02    0.000e+00    1.133e+01    3.696e-04
   58     459    1.862362e-02    0.000e+00    2.043e+01    6.719e-04
   59     466    1.859584e-02    0.000e+00    2.126e+01    8.779e-05
   60     472    1.851727e-02    0.000e+00    1.987e+01    7.266e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   61     479    1.844903e-02    0.000e+00    2.216e+01    1.211e-03
   62     485    1.843081e-02    0.000e+00    1.740e+01    4.435e-04
   63     491    1.834442e-02    0.000e+00    1.971e+01    1.540e-03
   64     497    1.807184e-02    0.000e+00    1.902e+01    1.470e-03
   65     503    1.683101e-02    0.000e+00    1.884e+01    4.181e-03
   66     509    1.566956e-02    0.000e+00    2.187e+01    3.403e-04
   67     515    1.449716e-02    0.000e+00    2.640e+01    2.913e-03
   68     521    1.171650e-02    0.000e+00    3.475e+01    6.907e-03
   69     527    1.029028e-02    0.000e+00    4.490e+01    9.780e-03
   70     533    7.242264e-03    0.000e+00    3.523e+01    5.571e-03
   71     539    4.228246e-03    0.000e+00    1.810e+01    3.494e-03
   72     545    1.762407e-03    0.000e+00    7.039e+00    2.736e-03
   73     551    4.101830e-04    0.000e+00    5.203e+00    1.412e-03
   74     557    1.482865e-04    0.000e+00    2.198e+00    6.321e-04
   75     563    9.106809e-05    0.000e+00    7.724e-01    4.937e-04
   76     569    8.106932e-05    0.000e+00    1.044e+00    1.125e-04
   77     575    8.053616e-05    0.000e+00    1.201e+00    7.720e-06
   78     581    7.894746e-05    0.000e+00    1.024e+00    1.242e-05
   79     589    8.121529e-05    0.000e+00    6.017e-01    4.095e-05
   80     595    7.783620e-05    0.000e+00    5.170e-01    2.716e-05
   81     604    7.753729e-05    0.000e+00    4.746e-01    7.549e-06
   82     616    7.736055e-05    0.000e+00    7.806e-01    6.579e-06
   83     623    7.731890e-05    0.000e+00    1.079e+00    2.951e-06
   84     633    7.722067e-05    0.000e+00    8.874e-01    1.109e-05
   85     640    7.656166e-05    0.000e+00    9.502e-01    5.129e-06
   86     650    7.507801e-05    0.000e+00    7.288e-01    1.772e-06
   87     657    7.546416e-05    0.000e+00    4.502e-01    9.504e-06
   88     663    7.324797e-05    0.000e+00    5.438e-01    5.366e-05
   89     669    7.100734e-05    0.000e+00    9.411e-01    2.316e-05
   90     677    6.924684e-05    0.000e+00    8.820e-01    3.503e-05

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   91     683    6.775562e-05    0.000e+00    8.388e-01    3.817e-05
   92     689    6.301134e-05    0.000e+00    8.316e-01    3.365e-05
   93     695    5.652005e-05    0.000e+00    5.716e-01    1.567e-05
   94     702    5.091354e-05    0.000e+00    1.546e+00    4.627e-05
   95     708    4.297951e-05    0.000e+00    7.736e-01    3.535e-05
   96     714    3.430402e-05    0.000e+00    3.802e-01    3.443e-05
   97     721    3.124787e-05    0.000e+00    2.155e-01    1.987e-05
   98     729    3.099086e-05    0.000e+00    3.104e-01    3.912e-06
   99     735    3.069081e-05    0.000e+00    7.032e-01    4.936e-06
  100     749    3.067585e-05    0.000e+00    8.714e-01    9.485e-07
  101     759    3.062294e-05    0.000e+00    3.776e-01    1.660e-06
  102     766    3.059270e-05    0.000e+00    6.119e-01    6.888e-07
  103     778    3.057286e-05    0.000e+00    1.544e-01    8.158e-07
  104     800    3.054597e-05    0.000e+00    3.617e-01    7.125e-07
  105     806    2.210650e-05    0.000e+00    8.869e-01    2.131e-03
  106     812    1.835935e-05    0.000e+00    7.245e-01    8.338e-05
  107     818    1.847624e-05    0.000e+00    4.869e-01    3.773e-04
  108     824    1.823918e-05    0.000e+00    3.855e-01    4.098e-06
  109     830    1.704818e-05    0.000e+00    3.399e-01    3.437e-05
  110     836    1.527094e-05    0.000e+00    7.868e-01    1.948e-05
  111     842    1.463953e-05    0.000e+00    5.399e-01    3.056e-06
  112     848    1.361101e-05    0.000e+00    2.479e-01    2.795e-05
  113     854    1.237146e-05    0.000e+00    2.304e-01    6.249e-06
  114     862    1.159520e-05    0.000e+00    3.326e-01    2.714e-05
  115     868    9.877241e-06    0.000e+00    2.700e-01    1.537e-05
  116     874    8.904830e-06    0.000e+00    3.028e-01    2.319e-05
  117     880    8.830468e-06    0.000e+00    2.949e-01    1.421e-06
  118     888    8.817956e-06    0.000e+00    2.940e-01    2.224e-06
  119     894    8.675555e-06    0.000e+00    2.393e-01    7.425e-06
  120     900    8.062149e-06    0.000e+00    2.871e-01    8.557e-06

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  121     906    7.464866e-06    0.000e+00    2.766e-01    2.967e-05
  122     912    5.708205e-06    0.000e+00    1.510e-01    1.462e-05
  123     918    4.078584e-06    0.000e+00    1.288e-01    1.720e-05
  124     924    2.113040e-06    0.000e+00    9.047e-02    2.735e-05
  125     930    1.060246e-06    0.000e+00    9.953e-02    2.444e-05
  126     936    8.282210e-07    0.000e+00    9.160e-02    7.610e-06
  127     942    8.036462e-07    0.000e+00    7.703e-02    5.577e-06
  128     948    7.636576e-07    0.000e+00    5.347e-02    2.172e-06
  129     954    7.111335e-07    0.000e+00    2.000e-02    2.871e-06
  130     960    2.570880e-08    0.000e+00    9.371e-03    4.662e-04
  131     966    2.775938e-08    0.000e+00    4.333e-03    2.720e-05
  132     972    2.806499e-08    0.000e+00    4.000e-03    5.766e-06
  133     978    3.807373e-09    0.000e+00    4.218e-03    8.780e-05
  134     984    2.122516e-09    0.000e+00    1.429e-03    5.741e-06
  135     999    1.959355e-09    0.000e+00    1.693e-03    4.956e-08
  136    1018    1.958985e-09    0.000e+00    1.717e-03    6.970e-10
  137    1025    1.958974e-09    0.000e+00    1.717e-03    2.206e-10
  138    1038    1.958880e-09    0.000e+00    1.714e-03    1.743e-10
  139    1045    1.958882e-09    0.000e+00    1.714e-03    5.856e-11

<a href = "matlab: helpview('optim','feasible_better_objective','CSHelpWindow');">Feasible point with lower objective function value found</a>.


Optimization stopped because the <a href = "matlab: helpview('optim','norm_curr_step_fminconip','CSHelpWindow');">relative changes in all elements of x</a> are
less than <a href = "matlab: helpview('optim','tolx','CSHelpWindow');">options.StepTolerance</a> = 1.000000e-10, and the relative maximum constraint
violation, 0.000000e+00, is less than <a href = "matlab: helpview('optim','tol_con','CSHelpWindow');">options.ConstraintTolerance</a> = 1.000000e-06.

<strong><< OPTIMIZATION COMPLETE >></strong>

Optimization Processing Time:
Total                = 17.8705 seconds
Avg. per Iteration   = 0.1276 seconds
Avg. per Func. Eval. = 0.0171 seconds

<strong>> Table 1 - States</strong>
                          <strong>Value</strong>   
                        <strong>__________</strong>

    <strong>1) xe    [m]    </strong>        0.0000
    <strong>2) ye    [m]    </strong>        0.0000
    <strong>3) ze    [m]    </strong>    -1219.0000
    <strong>4) u     [m/s]  </strong>       69.9666
    <strong>5) v     [m/s]  </strong>        0.0000
    <strong>6) w     [m/s]  </strong>        2.1622
    <strong>7) phi   [deg]  </strong>        0.0000
    <strong>8) theta [deg]  </strong>        1.7701
    <strong>9) psi   [deg]  </strong>        0.0000
    <strong>10) p    [deg/s]</strong>        0.0000
    <strong>11) q    [deg/s]</strong>        0.0000
    <strong>12) r    [deg/s]</strong>        0.0000


<strong>> Table 2 - Control Inputs</strong>
                           <strong>Value</strong> 
                          <strong>_______</strong>

    <strong>1) dAileron  [deg]</strong>     0.0000
    <strong>2) dRudder   [deg]</strong>     0.0000
    <strong>3) dElevator [deg]</strong>    -1.3649
    <strong>4) dFlap     [deg]</strong>     0.0000
    <strong>5) DEP_col   [deg]</strong>     0.0000
    <strong>6) DEP_slope [deg]</strong>     0.0000
    <strong>7) HTU       [deg]</strong>     0.5146


<strong>> Table 3 - Accelerations</strong>
                             <strong>Value</strong> 
                            <strong>_______</strong>

    <strong>1) xedot    [m/s]   </strong>    70.0000
    <strong>2) yedot    [m/s]   </strong>     0.0000
    <strong>3) zedot    [m/s]   </strong>    -0.0000
    <strong>4) udot     [m/s2]  </strong>    -0.0000
    <strong>5) vdot     [m/s2]  </strong>     0.0000
    <strong>6) wdot     [m/s2]  </strong>     0.0000
    <strong>7) phidot   [deg/s] </strong>     0.0000
    <strong>8) thetadot [deg/s] </strong>     0.0000
    <strong>9) psidot   [deg/s] </strong>     0.0000
    <strong>10) pdot    [deg/s2]</strong>     0.0000
    <strong>11) qdot    [deg/s2]</strong>    -0.0000
    <strong>12) rdot    [deg/s2]</strong>     0.0000

