<strong><< OPTIMIZATION START >></strong>

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
    0       6    2.014222e+00    0.000e+00    2.176e+02
    1      21    9.471984e-01    0.000e+00    9.410e+01    1.099e-02
    2      28    6.153482e-01    0.000e+00    1.456e+02    1.144e-02
    3      37    2.760251e-01    0.000e+00    1.544e+02    2.374e-02
    4      46    2.415883e-01    0.000e+00    1.259e+02    2.344e-03
    5      57    8.135715e-02    0.000e+00    6.474e+01    1.935e-02
    6      66    6.816288e-02    0.000e+00    3.315e+01    3.887e-03
    7      72    5.837200e-03    0.000e+00    1.198e+01    6.499e-02
    8      79    5.235806e-03    0.000e+00    1.054e+01    5.857e-02
    9      86    3.302835e-03    0.000e+00    4.583e+00    7.421e-03
   10      92    2.320223e-03    0.000e+00    3.569e+00    2.004e-03
   11      98    2.203915e-03    0.000e+00    2.228e+00    5.694e-04
   12     104    2.442507e-03    0.000e+00    7.223e-01    4.242e-04
   13     110    2.600646e-03    0.000e+00    1.882e+00    3.294e-04
   14     121    2.715011e-03    0.000e+00    6.540e-01    3.310e-04
   15     130    2.265291e-03    0.000e+00    1.801e+00    2.752e-03
   16     136    9.671544e-04    0.000e+00    1.568e+00    2.297e-02
   17     142    9.224878e-04    0.000e+00    1.774e+00    4.542e-03
   18     148    8.718500e-04    0.000e+00    6.980e-01    1.204e-03
   19     154    8.586838e-04    0.000e+00    6.202e-01    9.371e-04
   20     160    8.034564e-04    0.000e+00    4.893e-01    8.561e-04
   21     166    5.959668e-04    0.000e+00    1.489e+00    2.703e-03
   22     178    5.921921e-04    0.000e+00    1.139e-01    2.326e-04
   23     184    6.136626e-04    0.000e+00    2.820e-01    1.221e-03
   24     191    6.436606e-04    0.000e+00    5.415e-01    8.871e-04
   25     197    6.286200e-04    0.000e+00    4.327e-01    7.432e-05
   26     203    5.941920e-04    0.000e+00    1.969e-01    4.196e-04
   27     209    5.597861e-04    0.000e+00    8.821e-01    2.781e-04
   28     215    4.987802e-04    0.000e+00    2.341e+00    3.344e-03
   29     227    4.757605e-04    0.000e+00    1.277e+00    1.363e-03
   30     233    2.725909e-04    0.000e+00    1.422e+00    1.895e-03

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   31     240    2.479413e-04    0.000e+00    1.208e+00    1.192e-03
   32     246    1.528886e-04    0.000e+00    8.061e-01    6.657e-04
   33     252    9.292894e-05    0.000e+00    1.818e-01    5.020e-04
   34     258    8.904265e-05    0.000e+00    1.893e-01    1.526e-04
   35     269    8.836586e-05    0.000e+00    1.414e-01    1.439e-04
   36     276    8.621355e-05    0.000e+00    2.168e-01    1.498e-04
   37     282    8.327068e-05    0.000e+00    7.911e-02    3.449e-05
   38     294    8.305600e-05    0.000e+00    2.389e-02    2.883e-05
   39     300    1.247127e-05    0.000e+00    5.475e-01    3.941e-03
   40     306    5.100996e-06    0.000e+00    3.144e-01    8.718e-04
   41     312    7.520672e-06    0.000e+00    2.014e-01    3.200e-04
   42     318    5.607370e-06    0.000e+00    1.122e-01    3.369e-05
   43     324    5.015110e-06    0.000e+00    5.527e-02    6.612e-05
   44     330    4.591084e-06    0.000e+00    7.391e-02    6.004e-05
   45     337    3.810863e-06    0.000e+00    1.026e-01    1.114e-04
   46     343    3.659524e-06    0.000e+00    1.837e-02    3.393e-05
   47     351    3.773432e-06    0.000e+00    2.025e-02    2.211e-05
   48     357    3.914049e-06    0.000e+00    1.428e-02    4.023e-05
   49     364    3.999617e-06    0.000e+00    4.154e-03    1.764e-05
   50     370    3.992301e-06    0.000e+00    1.482e-02    9.812e-07
   51     377    3.816287e-06    0.000e+00    1.745e-02    3.360e-06
   52     383    3.814680e-06    0.000e+00    5.304e-02    1.131e-05
   53     389    3.985741e-06    0.000e+00    2.872e-02    2.277e-05
   54     395    3.879084e-06    0.000e+00    7.222e-03    2.726e-05
   55     401    3.831359e-06    0.000e+00    1.665e-02    8.300e-06
   56     407    3.727437e-06    0.000e+00    2.713e-02    1.915e-05
   57     413    3.727759e-06    0.000e+00    2.533e-02    1.141e-05
   58     419    4.027277e-06    0.000e+00    6.210e-02    2.586e-04
   59     425    3.351537e-06    0.000e+00    5.886e-02    1.735e-04
   60     440    3.417183e-06    0.000e+00    6.566e-03    7.365e-06

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   61     454    7.758424e-07    0.000e+00    2.251e-02    1.220e-03
   62     461    4.181045e-07    0.000e+00    1.364e-01    7.289e-05
   63     467    4.072568e-07    0.000e+00    6.518e-02    3.979e-04
   64     473    3.274901e-07    0.000e+00    6.158e-02    2.197e-05
   65     479    1.876669e-07    0.000e+00    6.035e-02    8.347e-05
   66     485    1.344581e-07    0.000e+00    3.295e-02    4.694e-05
   67     491    1.380499e-07    0.000e+00    2.431e-02    3.561e-05
   68     497    1.947359e-07    0.000e+00    1.238e-02    4.722e-05
   69     503    1.484887e-07    0.000e+00    1.462e-02    2.916e-05
   70     509    1.395374e-07    0.000e+00    1.457e-02    9.240e-06
   71     517    1.327841e-07    0.000e+00    1.328e-02    1.075e-05
   72     523    1.358002e-07    0.000e+00    1.123e-02    2.123e-06
   73     529    1.421970e-07    0.000e+00    4.152e-03    1.924e-06
   74     535    1.453335e-07    0.000e+00    6.696e-03    2.613e-06
   75     541    1.445291e-07    0.000e+00    3.950e-03    3.969e-06
   76     547    1.389898e-07    0.000e+00    6.759e-03    3.072e-06
   77     554    1.325998e-07    0.000e+00    3.252e-03    6.210e-06
   78     560    1.369818e-07    0.000e+00    5.282e-03    4.902e-06
   79     566    1.624373e-07    0.000e+00    2.747e-03    2.355e-05
   80     572    1.473014e-07    0.000e+00    1.767e-03    1.285e-05
   81     578    1.435722e-07    0.000e+00    4.322e-03    2.944e-06
   82     584    1.210754e-07    0.000e+00    1.591e-02    2.348e-05
   83     592    1.222185e-07    0.000e+00    1.471e-02    2.472e-06
   84     602    1.238669e-07    0.000e+00    5.333e-03    4.394e-06
   85     608    1.409101e-07    0.000e+00    7.836e-03    1.861e-05
   86     621    1.475717e-07    0.000e+00    3.330e-03    4.192e-06
   87     630    1.485578e-07    0.000e+00    1.721e-03    1.146e-06
   88     641    1.482357e-07    0.000e+00    1.617e-03    8.448e-07
   89     653    1.477265e-07    0.000e+00    1.565e-03    2.413e-07
   90     672    1.459140e-07    0.000e+00    5.926e-03    2.907e-06

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
   91     679    1.417753e-07    0.000e+00    7.481e-03    4.131e-06
   92     688    9.221758e-08    0.000e+00    2.946e-02    1.831e-04
   93     694    4.184910e-08    0.000e+00    1.197e-02    1.237e-05
   94     700    4.182394e-08    0.000e+00    6.396e-03    1.079e-05
   95     706    4.061708e-08    0.000e+00    2.495e-03    4.125e-06
   96     712    3.804133e-08    0.000e+00    1.422e-02    3.379e-06
   97     718    3.619428e-08    0.000e+00    1.922e-02    6.052e-06
   98     731    3.564050e-08    0.000e+00    4.384e-03    3.841e-07
   99     738    3.502922e-08    0.000e+00    9.922e-04    3.043e-06
  100     748    3.165111e-08    0.000e+00    4.426e-03    5.863e-06
  101     755    3.420884e-08    0.000e+00    7.339e-03    4.192e-05
  102     761    2.086857e-08    0.000e+00    1.007e-02    2.465e-05
  103     767    1.242563e-08    0.000e+00    3.730e-02    1.763e-05
  104     774    1.365812e-08    0.000e+00    1.080e-02    6.160e-07
  105     780    1.464818e-08    0.000e+00    1.032e-02    6.774e-06
  106     786    1.466203e-08    0.000e+00    2.156e-02    3.146e-06
  107     792    1.519960e-08    0.000e+00    2.093e-02    3.771e-06
  108     802    1.530449e-08    0.000e+00    7.894e-03    3.575e-07
  109     808    1.440376e-08    0.000e+00    1.573e-02    1.368e-06
  110     814    1.367551e-08    0.000e+00    4.233e-03    2.171e-06
  111     820    8.418057e-09    0.000e+00    5.461e-03    2.510e-05
  112     826    7.398927e-09    0.000e+00    4.248e-03    2.821e-06
